state,Locationdesc,country_region,last_update,lat,long,confirmed,deaths,recovered,active,incident_rate,people_tested,people_hospitalized,mortality_rate,testing_rate,hospitalization_rate,CLASS01_TOPIC03_DRNKANY5_RESP046_BO1,CLASS01_TOPIC03_DRNKANY5_RESP054_BO1,CLASS01_TOPIC07__RFBING5_RESP046_BO1,CLASS01_TOPIC07__RFBING5_RESP054_BO1,CLASS01_TOPIC30__RFDRHV6_RESP205_BO1,CLASS01_TOPIC30__RFDRHV6_RESP206_BO1,CLASS03_TOPIC05__DRDXAR1_RESP046_BO1,CLASS03_TOPIC05__DRDXAR1_RESP054_BO1,CLASS03_TOPIC06__CASTHM1_RESP046_BO1,CLASS03_TOPIC06__CASTHM1_RESP054_BO1,CLASS03_TOPIC06__LTASTH1_RESP046_BO1,CLASS03_TOPIC06__LTASTH1_RESP054_BO1,CLASS03_TOPIC10_CVDCRHD4_RESP046_BO1,CLASS03_TOPIC10_CVDCRHD4_RESP054_BO1,CLASS03_TOPIC10_CVDINFR4_RESP046_BO1,CLASS03_TOPIC10_CVDINFR4_RESP054_BO1,CLASS03_TOPIC10_CVDSTRK3_RESP046_BO1,CLASS03_TOPIC10_CVDSTRK3_RESP054_BO1,CLASS03_TOPIC10__MICHD_RESP203_BO1,CLASS03_TOPIC10__MICHD_RESP204_BO1,CLASS03_TOPIC14_CHCCOPD1_RESP046_BO1,CLASS03_TOPIC14_CHCCOPD1_RESP054_BO1,CLASS03_TOPIC17_ADDEPEV2_RESP046_BO1,CLASS03_TOPIC17_ADDEPEV2_RESP054_BO1,CLASS03_TOPIC18_DIABETE3_RESP046_BO1,CLASS03_TOPIC18_DIABETE3_RESP051_BO1,CLASS03_TOPIC18_DIABETE3_RESP052_BO1,CLASS03_TOPIC18_DIABETE3_RESP054_BO1,CLASS03_TOPIC35_CHCKDNY1_RESP046_BO1,CLASS03_TOPIC35_CHCKDNY1_RESP054_BO1,CLASS03_TOPIC40_CHCOCNCR_RESP046_BO1,CLASS03_TOPIC40_CHCOCNCR_RESP054_BO1,CLASS03_TOPIC53_CHCSCNCR_RESP046_BO1,CLASS03_TOPIC53_CHCSCNCR_RESP054_BO1,CLASS04_TOPIC08__FOBTFS_RESP209_BO1,CLASS04_TOPIC08__FOBTFS_RESP210_BO1,CLASS04_TOPIC08__RFBLDS3_RESP190_BO1,CLASS04_TOPIC08__RFBLDS3_RESP191_BO1,CLASS04_TOPIC52__FS5YR_RESP211_BO1,CLASS04_TOPIC52__FS5YR_RESP212_BO1,CLASS04_TOPIC64__CRCREC_RESP192_BO1,CLASS04_TOPIC64__CRCREC_RESP193_BO1,CLASS04_TOPIC68__COL10YR_RESP207_BO1,CLASS04_TOPIC68__COL10YR_RESP208_BO1,CLASS05_TOPIC02_AGE_RESP010_BO1,CLASS05_TOPIC02_AGE_RESP011_BO1,CLASS05_TOPIC02_AGE_RESP012_BO1,CLASS05_TOPIC02_AGE_RESP013_BO1,CLASS05_TOPIC02_AGE_RESP014_BO1,CLASS05_TOPIC02_AGE_RESP015_BO1,CLASS05_TOPIC19_BLIND_RESP046_BO1,CLASS05_TOPIC19_BLIND_RESP054_BO1,CLASS05_TOPIC19_DECIDE_RESP046_BO1,CLASS05_TOPIC19_DECIDE_RESP054_BO1,CLASS05_TOPIC19_DIFFALON_RESP046_BO1,CLASS05_TOPIC19_DIFFALON_RESP054_BO1,CLASS05_TOPIC19_DIFFDRES_RESP046_BO1,CLASS05_TOPIC19_DIFFDRES_RESP054_BO1,CLASS05_TOPIC19_DIFFWALK_RESP046_BO1,CLASS05_TOPIC19_DIFFWALK_RESP054_BO1,CLASS05_TOPIC21_EDUCA_RESP021_BO1,CLASS05_TOPIC21_EDUCA_RESP022_BO1,CLASS05_TOPIC21_EDUCA_RESP023_BO1,CLASS05_TOPIC21_EDUCA_RESP024_BO1,CLASS05_TOPIC22_EMPLOY1_RESP027_BO1,CLASS05_TOPIC22_EMPLOY1_RESP028_BO1,CLASS05_TOPIC22_EMPLOY1_RESP030_BO1,CLASS05_TOPIC22_EMPLOY1_RESP031_BO1,CLASS05_TOPIC22_EMPLOY1_RESP032_BO1,CLASS05_TOPIC22_EMPLOY1_RESP137_BO1,CLASS05_TOPIC22_EMPLOY1_RESP141_BO1,CLASS05_TOPIC22_EMPLOY1_RESP172_BO1,CLASS05_TOPIC33_INCOME_RESP016_BO1,CLASS05_TOPIC33_INCOME_RESP017_BO1,CLASS05_TOPIC33_INCOME_RESP018_BO1,CLASS05_TOPIC33_INCOME_RESP019_BO1,CLASS05_TOPIC33_INCOME_RESP020_BO1,CLASS05_TOPIC38_MARITAL_RESP033_BO1,CLASS05_TOPIC38_MARITAL_RESP034_BO1,CLASS05_TOPIC38_MARITAL_RESP035_BO1,CLASS05_TOPIC38_MARITAL_RESP036_BO1,CLASS05_TOPIC38_MARITAL_RESP037_BO1,CLASS05_TOPIC38_MARITAL_RESP038_BO1,CLASS05_TOPIC39__CHLDCNT_RESP090_BO1,CLASS05_TOPIC39__CHLDCNT_RESP091_BO1,CLASS05_TOPIC39__CHLDCNT_RESP092_BO1,CLASS05_TOPIC39__CHLDCNT_RESP093_BO1,CLASS05_TOPIC39__CHLDCNT_RESP094_BO1,CLASS05_TOPIC39__CHLDCNT_RESP095_BO1,CLASS05_TOPIC48_RACE8_RESP007_BO1,CLASS05_TOPIC48_RACE8_RESP194_BO1,CLASS05_TOPIC48_RACE8_RESP195_BO1,CLASS05_TOPIC48_RACE8_RESP196_BO1,CLASS05_TOPIC48_RACE8_RESP197_BO1,CLASS05_TOPIC48_RACE8_RESP198_BO1,CLASS05_TOPIC48_RACE8_RESP199_BO1,CLASS05_TOPIC48_RACE8_RESP200_BO1,CLASS05_TOPIC49_RENTHOM1_RESP003_BO1,CLASS05_TOPIC49_RENTHOM1_RESP004_BO1,CLASS05_TOPIC49_RENTHOM1_RESP009_BO1,CLASS05_TOPIC51_SEX_RESP001_BO1,CLASS05_TOPIC51_SEX_RESP002_BO1,CLASS05_TOPIC61_VETERAN3_RESP046_BO1,CLASS05_TOPIC61_VETERAN3_RESP054_BO1,CLASS05_TOPIC70_DEAF_RESP046_BO1,CLASS05_TOPIC70_DEAF_RESP054_BO1,CLASS07_TOPIC28_MEDCOST_RESP046_BO1,CLASS07_TOPIC28_MEDCOST_RESP054_BO1,CLASS07_TOPIC29_HLTHPLN1_RESP046_BO1,CLASS07_TOPIC29_HLTHPLN1_RESP054_BO1,CLASS07_TOPIC36_CHECKUP1_RESP063_BO1,CLASS07_TOPIC36_CHECKUP1_RESP064_BO1,CLASS07_TOPIC36_CHECKUP1_RESP065_BO1,CLASS07_TOPIC36_CHECKUP1_RESP066_BO1,CLASS07_TOPIC36_CHECKUP1_RESP067_BO1,CLASS07_TOPIC43_PERSDOC2_RESP050_BO1,CLASS07_TOPIC43_PERSDOC2_RESP053_BO1,CLASS07_TOPIC43_PERSDOC2_RESP054_BO1,CLASS07_TOPIC59__HCVU651_RESP046_BO1,CLASS07_TOPIC59__HCVU651_RESP054_BO1,CLASS08_TOPIC24__RFHLTH_RESP061_BO1,CLASS08_TOPIC24__RFHLTH_RESP062_BO1,CLASS08_TOPIC41_GENHLTH_RESP056_BO1,CLASS08_TOPIC41_GENHLTH_RESP057_BO1,CLASS08_TOPIC41_GENHLTH_RESP058_BO1,CLASS08_TOPIC41_GENHLTH_RESP059_BO1,CLASS08_TOPIC41_GENHLTH_RESP060_BO1,CLASS09_TOPIC32_HIVTST6_RESP046_BO1,CLASS09_TOPIC32_HIVTST6_RESP054_BO1,CLASS11_TOPIC26__FLSHOT6_RESP046_BO1,CLASS11_TOPIC26__FLSHOT6_RESP054_BO1,CLASS11_TOPIC46__PNEUMO3_RESP046_BO1,CLASS11_TOPIC46__PNEUMO3_RESP054_BO1,CLASS12_TOPIC20__DRNKDRV_RESP201_BO1,CLASS12_TOPIC20__DRNKDRV_RESP202_BO1,CLASS12_TOPIC50__RFSEAT2_RESP046_BO1,CLASS12_TOPIC50__RFSEAT2_RESP054_BO1,CLASS13_TOPIC04__ALTETH3_RESP046_BO1,CLASS13_TOPIC04__ALTETH3_RESP054_BO1,CLASS13_TOPIC16__DENVST3_RESP046_BO1,CLASS13_TOPIC16__DENVST3_RESP054_BO1,CLASS13_TOPIC57__EXTETH3_RESP046_BO1,CLASS13_TOPIC57__EXTETH3_RESP054_BO1,CLASS14_TOPIC09__BMI5CAT_RESP039_BO1,CLASS14_TOPIC09__BMI5CAT_RESP040_BO1,CLASS14_TOPIC09__BMI5CAT_RESP041_BO1,CLASS14_TOPIC09__BMI5CAT_RESP042_BO1,CLASS15_TOPIC23__TOTINDA_RESP046_BO1,CLASS15_TOPIC23__TOTINDA_RESP054_BO1,CLASS16_TOPIC47__RFPSA22_RESP046_BO1,CLASS16_TOPIC47__RFPSA22_RESP054_BO1,CLASS17_TOPIC15__RFSMOK3_RESP046_BO1,CLASS17_TOPIC15__RFSMOK3_RESP054_BO1,CLASS17_TOPIC54_USENOW3_RESP079_BO1,CLASS17_TOPIC54_USENOW3_RESP080_BO1,CLASS17_TOPIC54_USENOW3_RESP081_BO1,CLASS17_TOPIC55__SMOKER3_RESP068_BO1,CLASS17_TOPIC55__SMOKER3_RESP069_BO1,CLASS17_TOPIC55__SMOKER3_RESP070_BO1,CLASS17_TOPIC55__SMOKER3_RESP071_BO1,CLASS18_TOPIC37__MAM5022_RESP186_BO1,CLASS18_TOPIC37__MAM5022_RESP187_BO1,CLASS18_TOPIC37__RFMAM21_RESP046_BO1,CLASS18_TOPIC37__RFMAM21_RESP054_BO1,CLASS18_TOPIC42__RFPAP34_RESP188_BO1,CLASS18_TOPIC42__RFPAP34_RESP189_BO1,years_of_potential_life_lost_rate,percent_fair_or_poor_health,average_number_of_physically_unhealthy_days,average_number_of_mentally_unhealthy_days,percent_low_birthweight,percent_smokers,percent_adults_with_obesity,food_environment_index,percent_physically_inactive,percent_with_access_to_exercise_opportunities,percent_excessive_drinking,percent_driving_deaths_with_alcohol_involvement,chlamydia_rate,teen_birth_rate,percent_uninsured,primary_care_physicians_rate,dentist_rate,mental_health_provider_rate,preventable_hospitalization_rate,percent_with_annual_mammogram,percent_vaccinated,high_school_graduation_rate,percent_some_college,percent_unemployed,percent_children_in_poverty,80th_percentile_income,20th_percentile_income,income_ratio,percent_single_parent_households,social_association_rate,violent_crime_rate,injury_death_rate,percent_severe_housing_problems,percent_drive_alone_to_work,percent_long_commute_drives_alone,life_expectancy,age_adjusted_death_rate,child_mortality_rate,infant_mortality_rate,percent_frequent_physical_distress,percent_frequent_mental_distress,percent_adults_with_diabetes,percent_food_insecure,percent_limited_access_to_healthy_foods,drug_overdose_mortality_rate,motor_vehicle_mortality_rate,percent_insufficient_sleep,percent_uninsured_2,percent_uninsured_3,other_primary_care_provider_rate,percent_disconnected_youth,average_grade_performance,average_grade_performance_2,median_household_income,segregation_index,segregation_index_2,homicide_rate,suicide_rate_age_adjusted,crude_rate,firearm_fatalities_rate,average_traffic_volume_per_meter_of_major_roadways,percent_homeowners,percent_severe_housing_cost_burden,percent_less_than_18_years_of_age,percent_65_and_over,percent_black,percent_american_indian_alaska_native,percent_asian,percent_native_hawaiian_other_pacific_islander,percent_hispanic,percent_non_hispanic_white,percent_not_proficient_in_english,percent_female,percent_rural,hospital_bed_occupancy_rate,icu_bed_occupancy_rate
KY,Kentucky,US,4/13/20 13:14,37.6681,-84.6701,2018,113,607,1905,58.94891571,25866,667,5.599603568,755.5860524,33.05252725,40.92,59.08,14.7,85.3,93.98,6.02,33.36,66.64,11.45,88.55,16.34,83.66,6.27,93.73,6.71,93.29,4.55,95.45,10.06,89.94,12.14,87.86,23.96,76.04,13.69,1.21,1.36,83.75,4.24,95.76,8.13,91.87,7.84,92.16,,99.95,9.29,90.71,1.83,98.17,69.61,30.39,65.43,34.57,12.47,16.41,15.92,16.51,17.16,21.53,7.17,92.83,15.74,84.26,9.69,90.31,5.56,94.44,20.49,79.51,14.91,33.28,30.69,21.12,2.74,2,5.07,19.76,11.97,44.51,5.49,8.45,12.55,15.29,11.63,14.32,46.2,52.3,12.59,8.6,1.99,20.63,3.89,1.23,1.54,5.17,12.11,14.26,65.68,2.59,86.28,7.68,1.12,0.76,,0.49,1.04,69.9,24.02,6.07,48.72,51.28,10.35,89.65,10.3,89.7,12.64,87.36,92.74,7.26,75.35,9.83,6.64,7.25,0.93,75.32,5.72,18.97,91.15,8.85,76.5,23.5,14.04,30.05,32.42,16.05,7.45,34.46,65.54,59.4,40.6,72.64,27.36,3.31,96.69,91.65,8.35,24.63,75.37,61.87,38.13,49.01,50.99,36.62,31.86,29.98,1.55,67.56,32.44,34.96,65.04,23.38,76.62,4.61,2.44,92.95,17.13,6.25,26.97,49.65,77.62,22.38,68.59,31.41,80.29,19.71,9717.810869,23.86752536,5.052875211,5.002894059,8.794159755,24.59343153,33.8,7,28.6,71.08850208,17.25353786,26.08004241,433.7,33.65149504,6.368923254,65.64607,64.81064,225.85255,5949,40,45,89.7,61.70676884,4.332443585,22.3,98222,19325,5.082639069,33.97946553,10.69105959,222.0004879,93.27819472,13.90571029,82.11985737,30,75.43027337,475.3271987,58.19385283,6.694041103,16.58821102,16.48253483,12.6,14.9,5.58269697,32.18667674,17.00468111,39.06569227,7.423396531,3.687692655,136.69316,7.591414431,3.175949216,3.067589253,50189,61.02420046,51.21234989,5.640246422,16.81660598,17.23119361,16.18155488,234.8611077,66.96614355,12.02547067,22.57695257,16.35094604,8.175898229,0.300152045,1.629352059,0.090815464,3.847751389,84.28814149,1.02437392,50.73158145,41.61952654,0.6,0.65
OH,Ohio,US,4/13/20 13:14,40.3888,-82.7649,6604,253,,6351,59.10222609,63243,1948,3.831011508,565.9906245,29.49727438,51.69,48.31,15.81,84.19,93.81,6.19,30.8,69.2,9.45,90.55,13.37,86.63,4.98,95.02,5.48,94.52,3.72,96.28,7.94,92.06,8.47,91.53,20.02,79.98,12.22,0.93,1.64,85.21,2.85,97.15,7.24,92.76,5.99,94.01,,99.54,10.83,89.17,2.42,97.58,67.24,32.76,62.52,37.48,12.18,16.45,15.31,16.18,17.64,22.25,4.93,95.07,12.63,87.37,7.57,92.43,3.69,96.31,14.78,85.22,10.78,33.67,30.74,24.81,2.7,2.05,4.67,20.18,7.84,50.25,4.87,7.45,9.05,17.86,11.37,13.73,48,50.17,11.92,7.6,1.75,25.02,3.55,1.43,2.02,5.2,12.24,13.78,65.34,2.99,81.09,11.71,0.55,2.2,,0.25,1.19,69.44,23.65,6.92,48.44,51.56,10.79,89.21,7.29,92.71,10.2,89.8,92.87,7.13,78.55,8.86,5.57,6.55,0.47,73.21,6.48,20.3,91.43,8.57,81.28,18.72,16.4,32.9,31.97,14.23,4.49,33.9,66.1,55.77,44.23,74.29,25.71,3.59,96.41,91.44,8.56,17.02,82.98,67.39,32.61,45.1,54.9,34.01,34.42,29.96,1.61,74.55,25.45,33.9,66.1,20.51,79.49,2.5,1.82,95.68,15.97,4.54,25.18,54.3,77.65,22.35,73.84,26.16,79.16,20.84,8606.383776,17.99517423,3.915578484,4.603624942,8.555293211,21.13145981,32.3,6.7,26.4,83.92524286,20.20739274,32.72065514,526.6,23.86164789,7.094155,76.21836,62.13299,244.38292,5168,43,49,85.3,65.390161,4.576051184,19.2,107280,22643,4.737888089,35.99045591,11.16256665,292.5949315,86.59788781,14.06676156,83.16342579,30.5,76.92613651,407.5477437,58.87419248,7.289594371,12.08148919,14.73397823,11.8,14.5,6.776391936,38.38406628,10.1494687,37.96079779,8.071752384,4.574887006,99.13219,5.724718875,3.177895308,3.069376424,56155,68.8956287,58.18556738,5.841173019,14.12005449,14.47137451,12.50816357,173.2218423,65.99006247,12.25851266,22.18519071,17.06687111,12.61309992,0.287148009,2.457106165,0.05983177,3.942677503,78.66912724,1.038759007,50.97526469,22.07609862,0.59,0.64
WI,Wisconsin,US,4/13/20 13:14,44.2685,-89.6165,3341,144,,3197,64.56573888,39257,974,4.3100868,758.6522632,29.15294822,62.76,37.24,23.79,76.21,92.51,7.49,26.29,73.71,9.03,90.97,11.99,88.01,3.83,96.17,3.62,96.38,2.4,97.6,5.87,94.13,5.31,94.69,19.55,80.45,8.66,0.48,1.19,89.67,2.76,97.24,7.78,92.22,5.41,94.59,,99.72,6.63,93.37,2.8,97.2,75.21,24.79,71.22,28.78,12.54,15.84,15.48,16.14,18.03,21.97,3.47,96.53,9.73,90.27,5.52,94.48,2.45,97.55,9.81,90.19,8.81,31.68,32.98,26.54,1.81,2.02,5.91,20.41,5.19,50.35,5.12,9.18,7.24,14.11,10.33,13.32,54.99,53.55,10.49,6.66,1.13,24.46,3.71,0.84,1.77,5.54,11.79,13.51,66.56,5.57,84.27,5.58,0.83,2.37,,0.51,0.8,70.4,25.48,4.11,49.33,50.67,10.03,89.97,5.9,94.1,9.93,90.07,90.84,9.16,76.42,11.56,6.56,4.8,0.66,78.23,4.38,17.4,88.78,11.22,84.34,15.66,15.51,35.75,33.08,11.63,4.04,28.86,71.14,45.39,54.61,74.93,25.07,3.93,96.07,92.27,7.73,10.47,89.53,71.22,28.78,37.04,62.96,31.99,36.14,30.06,1.81,78.23,21.77,32.87,67.13,16.37,83.63,1.72,1.8,96.48,11.89,4.48,26.33,57.3,78.18,21.82,71.84,28.16,83.78,16.22,6365.517425,16.71519286,3.876457752,3.991565919,7.353426573,16.02475908,31.3,8.8,20.8,85.23877147,24.20335297,36.21527778,478.6,16.81613837,6.416786781,78.71648,68.37453,203.35188,3940,50,52,88.6,69.25725014,3.000222449,14.1,110535,25995,4.252163878,31.53930224,11.58660978,298.1292397,79.96428357,14.42163061,81.12086476,27,79.44634516,308.438746,49.56170569,6.016081573,11.62003056,12.22937809,9.3,10,4.78068779,19.15140416,10.06542626,32.31627477,7.37217653,3.907718083,115.62607,5.207265557,3.049421296,3.041685708,60779,76.70869319,55.32149179,3.496280906,14.50920912,14.93256828,10.32622717,304.133098,66.92077133,12.17504229,21.950427,16.95125954,6.380057823,1.162298265,3.029929296,0.055783299,6.948486713,81.06715188,1.418582799,50.24960575,29.84617863,0.58,0.55
OR,Oregon,US,4/13/20 13:14,44.572,-122.0709,1527,52,,1475,38.1076067,29758,359,3.405370007,742.6366471,23.51015062,59.31,40.69,15.86,84.14,91.55,8.45,29.05,70.95,11.61,88.39,17.63,82.37,4.95,95.05,4.38,95.62,3.8,96.2,7.09,92.91,6.9,93.1,26.24,73.76,10.96,1.3,1.64,86.1,2.92,97.08,7.88,92.12,7.34,92.66,,99.54,14.14,85.86,2.01,97.99,72.45,27.55,63.63,36.37,11.22,17.25,16.52,15.67,16.59,22.75,4.7,95.3,13,87,7.42,92.58,3.77,96.23,13.31,86.69,10.31,24.38,36.09,29.22,2.68,1.87,4.76,21.78,7.14,46.35,5.6,9.82,9.47,16.24,10.66,13.86,49.76,51.84,12.35,6.78,2.05,21.97,5.01,0.85,1.59,5.43,11.8,13.28,67.05,10.41,79.18,1.78,0.97,2.23,0.39,1.14,3.9,64.18,29.53,6.29,49.09,50.91,12.29,87.71,7.75,92.25,12.64,87.36,90.5,9.5,73.07,13.09,7.24,5.82,0.79,70.01,5.04,24.96,88.12,11.88,81.25,18.75,16.72,33.27,31.26,13.92,4.82,39.31,60.69,49.24,50.76,77.28,22.72,2.77,97.23,97.16,2.84,13.47,86.53,68.03,31.97,40.48,59.52,29.92,34.16,33.94,1.98,80.71,19.29,26.98,73.02,15.61,84.39,2.57,1.69,95.75,11.66,3.95,27.48,56.91,78.27,21.73,71.38,28.62,78.43,21.57,5953.217699,16.73356981,4.229630532,4.776918777,6.441987572,16.08781403,28.8,7.9,17.2,87.86136734,18.59276151,30.94390027,449.8,18.49536127,8.229386536,94.04322,79.79549,521.60575,2944,41,43,76.7,69.58869487,4.151304883,15.7,115091,25267,4.554992678,29.98570353,10.17192337,248.6946446,73.62613745,19.39064982,71.5776095,29.2,79.82752102,304.176142,41.91137727,4.839227344,13.29907178,15.51256797,9.3,12.3,5.38312571,12.73843936,10.5324299,30.82581827,9.835839113,3.685828674,87.45529,6.974367278,2.975451602,2.799165964,63168,61.41978881,32.83518572,2.767594148,18.44323238,19.48480797,12.44971524,393.4293844,61.91112772,15.99509977,20.84530723,17.62685729,1.95926087,1.814082711,4.829583892,0.453359607,13.27688152,75.29210423,2.985883695,50.42624012,18.9683624,0.63,0.6
MO,Missouri,US,4/13/20 13:14,38.4561,-92.2884,4272,118,,4154,72.90779212,45200,988,2.762172285,771.4026695,23.12734082,53.06,46.94,17.63,82.37,91.86,8.14,31.09,68.91,9.42,90.58,14.96,85.04,5.14,94.86,5.05,94.95,4.17,95.83,7.45,92.55,9.13,90.87,22.2,77.8,11.5,1.15,1.94,85.41,2.52,97.48,7.28,92.72,6.79,93.21,,99.81,8.3,91.7,1.32,98.68,69.72,30.28,65.85,34.15,12.45,16.75,15.74,15.78,17.23,22.04,6.06,93.94,12.42,87.58,9.22,90.78,4.84,95.16,16.07,83.93,11.18,31.16,32,25.66,2.38,1.98,3.88,20.34,8.08,49.14,5.3,8.9,9.19,16.16,10.32,14.5,49.83,52,12.4,7.28,1.9,22.39,4.04,1.23,2.12,5.34,11.16,12.81,67.34,3.43,81.4,10.85,1.05,1.23,,0.42,1.45,70.36,22.96,6.69,48.54,51.46,12.33,87.67,8.7,91.3,13.29,86.71,87.59,12.41,77.5,9.58,5.9,6.17,0.85,70.57,6.04,23.4,84.55,15.45,79.56,20.44,16.3,32.17,31.09,14.51,5.93,34.08,65.92,61.21,38.79,74.45,25.55,4.13,95.87,89.42,10.58,18.79,81.21,63.31,36.69,44.63,55.37,35.03,31.85,31.42,1.71,73.89,26.11,32.06,67.94,19.41,80.59,3.26,2.3,94.44,14.39,5.03,24.63,55.96,75.22,24.78,69.44,30.56,79.75,20.25,8373.71358,18.01923151,4.164480225,4.39865387,8.333541108,20.77499288,32.2,6.8,25.8,76.69829671,19.75779505,27.43462579,534.6,26.01244918,10.90508781,69.92684,58.10867,194.30496,4800,43,45,91.30474859,66.69073945,3.196994625,18.3,105161,22977,4.576794186,33.2864643,11.77878843,481.2205134,87.73879606,13.78437505,81.87615275,31.8,77.28754091,400.8283858,58.72007569,6.460118145,13.12698985,14.19197482,11.6,14.2,6.831998219,23.71681555,14.26207489,33.8950223,13.18435389,5.015030304,97.18512,6.247090939,3.117875852,3.005508407,54412,71.31806072,56.97316083,8.562415757,17.94373863,18.30693946,19.02543762,271.9731204,66.84740582,11.7523865,22.47352954,16.87704401,11.60490607,0.57160327,2.139019452,0.156452707,4.297185386,79.30041727,0.972306035,50.90856829,29.56382671,0.6,0.58
OK,Oklahoma,US,4/13/20 13:14,35.5653,-96.9289,1970,96,865,1874,53.85995428,22760,446,4.873096447,622.2601824,22.63959391,42.66,57.34,12.96,87.04,95.79,4.21,28.55,71.45,10.32,89.68,15.88,84.12,5.82,94.18,5.56,94.44,4.23,95.77,8.87,91.13,8.46,91.54,23.26,76.74,12.49,1.17,1.85,84.49,2.91,97.09,7.16,92.84,6.42,93.58,,99.66,10.91,89.09,1.21,98.79,62.67,37.33,57.86,42.14,13.08,17.73,16.49,15.42,16.19,21.08,6.58,93.42,14.25,85.75,9.71,90.29,4.66,95.34,17.52,82.48,13.24,31.61,32.71,22.45,2.55,2.25,4.32,18.23,9.72,46.91,7.36,8.66,9.61,18.65,12.06,14.79,44.89,52.36,13.39,7.49,2.34,19.88,4.55,1.36,2.38,5.82,12.72,15.02,62.7,8.77,69.56,7.08,7.57,1.98,,,4.81,68.15,24.87,6.98,49.03,50.97,12.89,87.11,10.73,89.27,14.9,85.1,85.56,14.44,74.47,8.79,6.62,8.63,1.48,69.72,6.07,24.21,82.08,17.92,78.29,21.71,15.26,31.19,31.84,15.38,6.33,31.64,68.36,64.55,35.45,75.1,24.9,2.25,97.75,93.09,6.91,20.24,79.76,60.37,39.63,46.55,53.45,34.83,34.79,28.32,2.07,72.8,27.2,32.76,67.24,19.67,80.33,3.96,2.82,93.21,13.69,5.98,24.84,55.48,74.33,25.67,69.35,30.65,76.12,23.88,9224.751464,20.80582755,4.505229175,4.858004709,8.006368484,20.14787789,33.7,5.7,29.3,71.29860682,14.14671699,26.35073951,553.4,36.16498274,16.51508079,61.86935,61.09439,403.64395,4926,37,48,82.67395793,59.67522028,3.393496631,21.4,101062,21704,4.656376705,34.03180914,11.62848677,428.0141079,94.04248035,14.18337325,82.3946546,26.5,75.97119984,458.4374501,65.59478159,7.443379014,14.09359975,15.95846071,12.2,15.8,8.61809677,19.52955473,17.58384922,34.88372903,20.10304867,8.150600377,94.36788,8.105847719,3.010165403,3.002382229,51914,55.17959996,27.89036571,7.261777464,19.88777514,19.86021979,17.50660506,83.21861384,65.57879318,11.47905124,24.25733798,15.71241662,7.426734286,9.30853782,2.337741648,0.191931229,10.88180075,65.33414623,2.058101143,50.46901165,33.75642535,0.56,0.63
MD,Maryland,US,4/13/20 13:14,39.0639,-76.8021,8225,235,456,7990,138.3903145,49764,1860,2.857142857,837.3076732,22.61398176,53.86,46.14,13.64,86.36,95.48,4.52,26.39,73.61,9.34,90.66,14.84,85.16,4.1,95.9,3.93,96.07,3.47,96.53,6.13,93.87,5.72,94.28,15.41,84.59,11.99,1.02,1.95,85.04,3.09,96.91,6.97,93.03,5.45,94.55,,99.78,10.08,89.92,2.08,97.92,72.51,27.49,68.21,31.79,11.79,17.15,16.43,17.2,17.31,20.12,3.52,96.48,8.85,91.15,5.57,94.43,3.3,96.7,11.38,88.62,10.71,25.96,28.03,35.29,2.79,2.28,6.48,18.68,5.47,51.56,4.61,8.13,6.98,12.54,7.79,10.42,62.27,49.26,9.7,6.85,2.62,27.07,4.49,0.77,1.76,5.88,12.68,15.28,63.63,9.22,52.98,28.77,0.39,6.67,0.09,0.73,1.16,69.61,23.99,6.41,47.77,52.23,11.15,88.85,4.41,95.59,11.23,88.77,91.04,8.96,79.23,11.25,5.31,3.3,0.91,78.24,5.36,16.41,89,11,84.15,15.85,18.03,34.41,31.71,12.06,3.79,49.35,50.65,56.48,43.52,75.73,24.27,2.83,97.17,95.95,4.05,10.77,89.23,66.83,33.17,41.65,58.35,30.94,35.56,31.74,1.76,77.05,22.95,33.49,66.51,12.55,87.45,0.96,1.08,97.95,8.42,4.13,23.45,64,81.22,18.78,76.05,23.95,81.28,18.72,7211.087308,14.90075082,3.394347918,3.782101753,8.669579101,13.84752518,31,9,22.4,92.57129753,16.62922745,28.86354699,552.1,17.24926308,7.029856661,87.67093,77.3824,258.39366,4550,41,50,87.7,69.54944705,3.924886547,12.1,157000,34542,4.545191361,33.21378128,8.995110355,459.1150697,75.64925409,16.4972055,73.8933946,49.5,79.14402633,339.1524069,52.29721458,6.475835903,10.24712129,11.81124792,10.7,10.7,3.389118713,36.52407425,8.707266358,35.56810047,8.29169495,3.701935124,106.74005,6.300224587,3.118849292,3.024713082,83076,62.42863349,54.596233,8.23718374,9.589205068,10.04514166,11.33110588,577.5108593,66.76985092,14.46537978,22.17790074,15.40922479,29.80988026,0.598869582,6.713568298,0.111638504,10.39983994,50.48741311,3.209963136,51.52974208,12.80357395,0.71,0.66
